status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status
Resolved,Major,2016-10-30T11:39:12.811+0000,New Feature,dyosick,2015-05-12T16:28:40.485+0000,2016-10-30T11:39:12.611+0000,0,AVRO,NA,4,AVRO-1670,175,20,3,Won't Fix,542.8140152
Patch Available,Major,2015-04-06T15:33:15.720+0000,New Feature,JohnnyT,2015-04-06T15:13:52.220+0000,NA,0,AVRO,NA,0,AVRO-1659,49,27,1,NA,1115.651482
Patch Available,Major,2018-01-10T21:00:08.174+0000,New Feature,sunzhaonan,2015-04-03T17:59:22.862+0000,NA,3,AVRO,sunzhaonan,15,AVRO-1658,193,22,12,NA,827.5261771
Open,Major,2015-03-03T16:43:37.543+0000,New Feature,Elie,2015-03-02T17:25:50.498+0000,NA,0,AVRO,NA,2,AVRO-1644,58,15,2,NA,1150.573301
Open,Minor,2015-01-20T18:38:51.093+0000,New Feature,maulik.gandhi,2015-01-20T18:34:15.300+0000,NA,0,AVRO,NA,1,AVRO-1634,609,71,1,NA,1191.525792
Open,Major,2015-11-24T20:01:32.622+0000,New Feature,alexeyo,2014-12-25T17:37:08.389+0000,NA,0,AVRO,NA,10,AVRO-1625,1362,49,9,NA,1217.565455
Closed,Major,2017-01-28T10:10:58.687+0000,New Feature,nielsbasjes,2014-11-27T15:36:11.280+0000,2014-12-17T23:08:36.962+0000,0,AVRO,nielsbasjes,21,AVRO-1614,1696,25,4,Fixed,814.6772573
Open,Major,2017-02-23T16:20:05.712+0000,New Feature,tomwhite,2014-11-18T09:32:10.096+0000,NA,0,AVRO,NA,1,AVRO-1606,56,47,3,NA,1254.902241
Open,Minor,2016-05-11T19:16:45.166+0000,New Feature,zolyfarkas,2014-11-10T16:59:51.908+0000,NA,0,AVRO,NA,3,AVRO-1603,165,46,2,NA,1262.591341
Open,Major,2014-08-08T06:55:40.902+0000,New Feature,mycat,2014-08-08T06:55:40.902+0000,NA,0,AVRO,NA,0,AVRO-1563,124,73,1,NA,1357.010913
Open,Minor,2017-02-09T18:36:02.756+0000,New Feature,lewismc,2014-07-18T23:22:49.522+0000,NA,0,AVRO,lewismc,2,AVRO-1547,1222,19,2,NA,1377.325396
Resolved,Major,2014-07-08T07:46:24.941+0000,New Feature,totto90,2014-06-29T13:24:15.130+0000,2014-07-08T07:46:24.878+0000,0,AVRO,NA,1,AVRO-1534,553,33,2,Implemented,1387.97568
Closed,Major,2014-07-24T20:16:16.554+0000,New Feature,cutting,2014-06-27T18:20:19.813+0000,2014-07-03T18:22:23.714+0000,0,AVRO,cutting,12,AVRO-1533,227,42,5,Fixed,1371.454944
Open,Major,2014-06-13T01:27:15.505+0000,New Feature,robertchu,2014-06-13T01:27:15.505+0000,NA,1,AVRO,kryzthov,0,AVRO-1526,77,59,1,NA,1413.238984
Open,Minor,2017-07-29T18:45:46.619+0000,New Feature,woopi,2014-05-08T10:52:37.229+0000,NA,0,AVRO,NA,5,AVRO-1505,1465,52,2,NA,1448.846372
Closed,Major,2017-03-23T13:48:44.000+0000,New Feature,hammer,2014-05-04T18:29:24.471+0000,2014-10-03T21:43:20.223+0000,0,AVRO,cutting,30,AVRO-1502,495,42,18,Fixed,814.6772525
Closed,Major,2017-12-08T14:28:07.118+0000,New Feature,rdblue,2014-04-17T20:35:06.511+0000,2015-05-28T22:57:34.803+0000,0,AVRO,rdblue,29,AVRO-1497,278,31,10,Fixed,814.6774
Open,Major,2014-02-27T19:30:21.636+0000,New Feature,rdblue,2014-02-27T19:27:43.407+0000,NA,0,AVRO,NA,1,AVRO-1469,1392,37,6,NA,1518.488661
Open,Major,2014-07-25T23:30:57.494+0000,New Feature,cutting,2014-02-27T17:35:08.925+0000,NA,3,AVRO,NA,2,AVRO-1468,913,41,10,NA,1518.566838
Closed,Minor,2014-11-18T09:32:58.255+0000,New Feature,qwertymaniac,2014-01-15T09:52:04.625+0000,2014-02-04T23:34:30.680+0000,0,AVRO,qwertymaniac,9,AVRO-1439,161,37,4,Fixed,1371.454859
Open,Major,2014-01-07T22:50:20.993+0000,New Feature,user874144,2014-01-07T22:50:20.993+0000,NA,2,AVRO,NA,0,AVRO-1431,1390,36,3,NA,1569.347949
Closed,Major,2014-01-23T21:58:54.388+0000,New Feature,deepujain,2013-12-20T14:44:05.668+0000,2014-01-07T22:10:39.532+0000,0,AVRO,deepujain,11,AVRO-1418,2126,52,4,Fixed,1553.383673
Closed,Major,2014-01-23T21:58:55.325+0000,New Feature,kryzthov,2013-12-04T04:23:45.290+0000,2013-12-16T20:42:40.130+0000,0,AVRO,kryzthov,5,AVRO-1409,353,51,5,Fixed,1553.383662
Closed,Minor,2016-08-22T18:01:33.235+0000,New Feature,mdominguez@cloudera.com,2013-11-13T15:00:42.852+0000,2014-04-18T15:47:48.729+0000,6,AVRO,rdblue,77,AVRO-1402,296,24,18,Fixed,1371.454899
Closed,Minor,2014-01-23T21:58:53.803+0000,New Feature,robair,2013-11-11T20:50:08.511+0000,2013-12-13T23:33:38.668+0000,0,AVRO,robair,9,AVRO-1397,96,69,4,Fixed,1553.38368
Closed,Minor,2014-01-23T21:58:56.364+0000,New Feature,robair,2013-11-11T20:22:27.748+0000,2013-12-16T20:30:46.444+0000,1,AVRO,robair,8,AVRO-1396,225,47,5,Fixed,1553.38365
Closed,Major,2014-01-23T21:58:56.954+0000,New Feature,hshreedharan,2013-10-17T19:35:21.079+0000,2013-11-07T19:09:27.107+0000,0,AVRO,hshreedharan,18,AVRO-1388,243,57,5,Fixed,1553.383644
Open,Major,2016-01-29T12:35:33.235+0000,New Feature,mark.lamley,2013-10-01T02:11:02.256+0000,NA,1,AVRO,NA,0,AVRO-1381,199,29,2,NA,1668.208582
Closed,Major,2014-01-23T21:58:57.178+0000,New Feature,njw45,2013-09-05T01:59:37.574+0000,2013-11-11T06:54:33.229+0000,0,AVRO,njw45,9,AVRO-1373,522,14,5,Fixed,1553.383641
Resolved,Major,2013-08-13T20:23:08.602+0000,New Feature,mengxr,2013-07-22T17:13:07.136+0000,2013-08-13T20:23:08.572+0000,0,AVRO,NA,4,AVRO-1357,1026,73,3,Duplicate,1716.450175
Open,Major,2013-08-22T04:19:27.214+0000,New Feature,talevy,2013-06-05T02:31:38.017+0000,NA,1,AVRO,NA,4,AVRO-1345,2089,14,4,NA,1786.194279
Closed,Major,2017-11-28T18:09:39.722+0000,New Feature,vince83,2013-05-28T13:52:50.472+0000,2013-08-07T23:17:03.591+0000,5,AVRO,vince83,23,AVRO-1341,3219,67,9,Fixed,1709.559211
Open,Major,2013-05-23T05:14:21.641+0000,New Feature,kryzthov,2013-05-23T05:10:28.724+0000,NA,2,AVRO,NA,0,AVRO-1338,599,111,2,NA,1799.08397
Resolved,Minor,2013-05-28T14:01:43.456+0000,New Feature,vince83,2013-05-15T10:38:51.771+0000,2013-05-28T13:59:56.490+0000,6,AVRO,vince83,4,AVRO-1330,1224,45,4,Duplicate,1793.716287
Resolved,Minor,2013-05-28T14:01:43.577+0000,New Feature,vince83,2013-05-10T15:25:10.092+0000,2013-05-28T13:56:51.805+0000,6,AVRO,vince83,4,AVRO-1328,1365,43,4,Duplicate,1793.718425
Closed,Major,2013-08-20T17:46:07.445+0000,New Feature,cutting,2013-05-06T20:10:29.618+0000,2013-05-09T20:57:58.464+0000,0,AVRO,cutting,3,AVRO-1319,231,32,2,Fixed,1709.559217
Open,Major,2013-05-02T13:02:06.242+0000,New Feature,fjcyue,2013-05-02T13:02:06.242+0000,NA,2,AVRO,NA,0,AVRO-1317,283,44,1,NA,1819.756453
Closed,Major,2014-07-24T20:16:23.495+0000,New Feature,scott_carey,2013-04-30T19:55:54.444+0000,2014-06-09T11:37:11.965+0000,7,AVRO,scott_carey,20,AVRO-1315,126,33,18,Fixed,1371.454864
Closed,Minor,2013-08-20T17:46:07.307+0000,New Feature,vince83,2013-04-22T16:34:35.078+0000,2013-04-26T22:12:47.311+0000,0,AVRO,vince83,7,AVRO-1307,1180,51,4,Fixed,1709.559218
Open,Major,2014-02-27T18:44:20.578+0000,New Feature,trochee,2013-04-19T20:08:22.635+0000,NA,0,AVRO,NA,0,AVRO-1303,412,66,3,NA,1832.46043
Open,Minor,2013-04-10T18:49:42.338+0000,New Feature,bkent,2013-04-10T14:42:55.245+0000,NA,0,AVRO,NA,1,AVRO-1294,67,36,2,NA,1841.686441
Closed,Major,2013-08-20T17:46:06.318+0000,New Feature,martinkl,2013-04-03T04:51:12.380+0000,2013-04-13T04:51:42.570+0000,0,AVRO,martinkl,5,AVRO-1288,158,41,3,Fixed,1709.55923
Open,Minor,2015-08-31T14:18:19.006+0000,New Feature,viji_r,2013-04-01T10:49:14.852+0000,NA,0,AVRO,NA,11,AVRO-1285,211,55,6,NA,1850.848714
Closed,Major,2013-08-20T17:46:09.412+0000,New Feature,tomwhite,2013-03-12T15:20:04.489+0000,2013-04-29T11:38:50.409+0000,0,AVRO,tomwhite,37,AVRO-1274,86,24,7,Fixed,1709.559194
Open,Major,2013-08-07T19:24:33.896+0000,New Feature,jojspieg@gmail.com,2013-02-27T19:50:50.869+0000,NA,0,AVRO,cutting,5,AVRO-1262,665,51,3,NA,1722.490855
Closed,Minor,2013-02-27T00:54:02.281+0000,New Feature,cutting,2013-02-12T21:58:57.724+0000,2013-02-19T23:22:48.819+0000,0,AVRO,cutting,5,AVRO-1252,283,55,2,Fixed,1884.262054
Closed,Major,2013-02-27T00:54:04.857+0000,New Feature,njw45,2013-02-11T15:27:44.916+0000,2013-02-12T22:28:21.305+0000,0,AVRO,njw45,4,AVRO-1250,331,51,3,Fixed,1884.262024
Open,Major,2013-02-08T23:27:28.765+0000,New Feature,saden1,2013-02-08T23:27:28.765+0000,NA,0,AVRO,NA,0,AVRO-1246,256,32,1,NA,1902.322164
Closed,Minor,2012-12-10T17:57:37.117+0000,New Feature,saden1,2012-11-14T15:52:31.354+0000,2012-11-21T22:57:52.384+0000,0,AVRO,saden1,6,AVRO-1205,1120,44,2,Fixed,1962.551234
Closed,Major,2012-12-10T17:57:36.829+0000,New Feature,saden1,2012-11-03T00:19:53.912+0000,2012-11-13T09:56:22.781+0000,0,AVRO,saden1,20,AVRO-1188,1549,39,4,Fixed,1962.551238
Closed,Major,2016-01-15T16:06:29.368+0000,New Feature,saden1,2012-10-30T14:16:11.371+0000,2012-11-05T18:22:26.251+0000,0,AVRO,cutting,11,AVRO-1186,1691,24,4,Fixed,1962.551224
Open,Minor,2017-03-08T12:22:57.740+0000,New Feature,jeremy@lewi.us,2012-07-21T19:44:21.644+0000,NA,2,AVRO,NA,2,AVRO-1130,186,60,5,NA,2104.477108
Open,Major,2016-02-09T16:45:09.188+0000,New Feature,jkreps,2012-07-11T03:46:41.557+0000,NA,36,AVRO,jkreps,97,AVRO-1124,13493,35,74,NA,2115.142155
Open,Major,2013-02-12T16:30:54.965+0000,New Feature,iv.teh,2012-06-25T09:40:21.840+0000,NA,0,AVRO,NA,3,AVRO-1121,224,55,4,NA,2130.89655
Closed,Major,2012-07-18T21:54:25.451+0000,New Feature,nagav.ashish,2012-06-02T00:19:12.627+0000,2012-06-15T21:29:51.940+0000,0,AVRO,cutting,6,AVRO-1108,121,45,2,Fixed,2107.386786
Closed,Major,2012-12-07T04:47:32.877+0000,New Feature,nagav.ashish,2012-06-01T06:55:39.145+0000,2012-06-12T19:46:32.116+0000,0,AVRO,nagav.ashish,8,AVRO-1106,50,43,3,Fixed,2107.386785
Open,Major,2013-05-10T21:05:46.776+0000,New Feature,kryzthov,2012-05-30T23:23:18.230+0000,NA,9,AVRO,NA,12,AVRO-1105,204,18,15,NA,2156.325064
Closed,Major,2012-07-18T21:54:25.649+0000,New Feature,lmartinking,2012-05-28T04:50:20.994+0000,2012-06-18T21:40:43.076+0000,1,AVRO,NA,5,AVRO-1104,135,15,4,Fixed,2107.386784
Closed,Major,2012-06-11T20:01:34.668+0000,New Feature,ewhauser,2012-05-11T14:03:48.386+0000,2012-05-16T07:59:54.919+0000,0,AVRO,ewhauser,2,AVRO-1085,99,21,1,Fixed,2144.465152
Closed,Major,2012-06-11T20:01:33.514+0000,New Feature,nagav.ashish,2012-03-30T23:04:37.699+0000,2012-05-21T22:15:14.628+0000,0,AVRO,nagav.ashish,13,AVRO-1052,134,36,3,Fixed,2144.465165
Resolved,Major,2013-02-07T17:54:11.670+0000,New Feature,detonator413,2012-02-22T15:34:05.591+0000,2013-02-07T00:09:04.987+0000,0,AVRO,NA,3,AVRO-1035,934,54,3,Fixed,1904.293272
Closed,Major,2014-06-21T13:56:52.146+0000,New Feature,raymie,2012-01-25T06:41:18.681+0000,2012-03-07T21:02:00.996+0000,0,AVRO,raymie,40,AVRO-1006,155,29,14,Fixed,2144.465136
Open,Minor,2016-04-17T10:29:20.461+0000,New Feature,jasonrutherglen,2012-01-14T17:19:58.229+0000,NA,0,AVRO,NA,4,AVRO-992,139,9,9,NA,2293.577379
Closed,Major,2014-05-19T16:51:28.157+0000,New Feature,iocanel,2012-01-04T01:41:29.916+0000,2014-01-10T19:28:47.501+0000,0,AVRO,iocanel,27,AVRO-987,245,20,6,Fixed,1553.383675
Closed,Major,2014-01-24T21:50:17.361+0000,New Feature,hammer,2011-12-12T12:13:30.972+0000,2014-01-23T21:55:12.599+0000,4,AVRO,mark.lamley,51,AVRO-975,NA,17,9,Fixed,1553.383685
Closed,Major,2014-07-24T20:16:21.046+0000,New Feature,hammer,2011-12-12T12:03:33.018+0000,2014-02-05T00:03:07.236+0000,0,AVRO,jkarp,8,AVRO-974,126,31,5,Fixed,1371.454893
Closed,Major,2013-08-22T06:23:49.284+0000,New Feature,scott_carey,2011-11-22T19:43:55.661+0000,2011-11-22T21:19:07.401+0000,0,AVRO,NA,0,AVRO-958,36,41,1,Duplicate,2346.411172
Closed,Major,2013-08-22T06:23:49.287+0000,New Feature,lmartinking,2011-11-21T06:54:24.423+0000,2011-12-20T02:28:11.365+0000,1,AVRO,NA,8,AVRO-957,846,29,5,Fixed,2262.26731
Open,Major,2011-11-07T04:19:37.098+0000,New Feature,nsabovic,2011-11-07T04:19:04.849+0000,NA,1,AVRO,NA,1,AVRO-955,140,57,0,NA,2362.119664
Patch Available,Major,2012-07-26T18:19:25.429+0000,New Feature,cutting,2011-10-20T18:14:58.337+0000,NA,0,AVRO,NA,30,AVRO-939,423,78,12,NA,2107.376061
Closed,Major,2015-06-24T10:50:25.936+0000,New Feature,cutting,2011-10-12T19:51:43.769+0000,2011-10-17T20:43:25.225+0000,0,AVRO,cutting,6,AVRO-924,292,59,1,Fixed,2367.524581
Closed,Major,2011-11-01T18:36:02.071+0000,New Feature,dcreager,2011-10-10T13:56:39.340+0000,2011-10-15T13:39:07.634+0000,0,AVRO,dcreager,2,AVRO-922,105,36,0,Fixed,2367.524557
Closed,Major,2011-11-01T18:36:03.143+0000,New Feature,dcreager,2011-10-10T13:50:54.397+0000,2011-10-15T13:36:55.087+0000,0,AVRO,dcreager,2,AVRO-921,424,52,0,Fixed,2367.524545
Closed,Major,2011-11-01T18:35:59.532+0000,New Feature,dcreager,2011-10-10T13:45:40.961+0000,2011-10-15T13:34:42.708+0000,0,AVRO,dcreager,2,AVRO-920,330,27,0,Fixed,2367.524586
Closed,Major,2011-11-01T18:36:01.713+0000,New Feature,dcreager,2011-10-10T13:42:29.640+0000,2011-10-15T13:30:29.310+0000,0,AVRO,dcreager,2,AVRO-919,127,36,0,Fixed,2367.524561
Closed,Major,2011-11-01T18:36:01.191+0000,New Feature,nsabovic,2011-10-05T20:50:44.697+0000,2011-10-09T08:22:39.765+0000,0,AVRO,nsabovic,4,AVRO-908,200,50,0,Fixed,2367.524567
Closed,Major,2017-01-11T11:52:56.196+0000,New Feature,lmartinking,2011-09-27T01:17:50.056+0000,2013-07-26T13:41:30.404+0000,2,AVRO,NA,10,AVRO-896,89,29,4,Fixed,1709.559206
Closed,Major,2011-11-01T18:36:03.450+0000,New Feature,tomwhite,2011-08-30T21:37:28.947+0000,2011-09-21T20:57:57.114+0000,0,AVRO,tomwhite,5,AVRO-881,117,35,0,Fixed,2367.524541
Closed,Major,2011-12-13T19:06:50.945+0000,New Feature,billgraham,2011-08-15T17:05:46.880+0000,2011-08-16T22:41:32.892+0000,0,AVRO,billgraham,3,AVRO-875,116,47,0,Not A Problem,2392.447276
Closed,Major,2013-08-20T17:46:06.585+0000,New Feature,joecrobak,2011-07-28T19:58:59.212+0000,2013-04-22T20:00:17.317+0000,1,AVRO,vince83,9,AVRO-867,455,53,4,Fixed,1709.559227
Closed,Major,2011-12-23T23:54:10.639+0000,New Feature,joecrobak,2011-07-28T19:46:50.321+0000,2011-09-07T21:36:03.012+0000,0,AVRO,tomwhite,5,AVRO-866,227,30,2,Fixed,2418.41917
Closed,Major,2011-11-01T18:36:09.704+0000,New Feature,dcreager,2011-07-22T20:52:53.533+0000,2011-09-26T12:41:32.619+0000,0,AVRO,dcreager,2,AVRO-863,829,43,0,Fixed,2367.524469
Open,Major,2011-07-21T18:17:53.134+0000,New Feature,scott_carey,2011-07-14T16:42:01.579+0000,NA,0,AVRO,scott_carey,5,AVRO-859,1346,52,1,NA,2477.603729
Closed,Minor,2012-02-15T00:46:27.673+0000,New Feature,jeremy@lewi.us,2011-07-06T21:46:20.189+0000,2012-01-23T23:43:46.321+0000,1,AVRO,qwertymaniac,4,AVRO-854,313,80,1,Fixed,2262.267315
Closed,Major,2011-11-01T18:36:02.710+0000,New Feature,dcreager,2011-06-07T16:03:20.817+0000,2011-07-14T02:40:42.001+0000,0,AVRO,dcreager,5,AVRO-837,447,24,0,Fixed,2367.52455
Closed,Major,2012-01-24T16:09:02.314+0000,New Feature,tebeka,2011-06-04T04:24:49.738+0000,2011-06-21T12:37:26.168+0000,0,AVRO,tebeka,13,AVRO-836,121,67,3,Fixed,2367.524521
Closed,Minor,2016-02-01T14:55:54.119+0000,New Feature,scott_carey,2011-06-03T00:07:10.518+0000,2014-11-17T16:10:08.305+0000,0,AVRO,scott_carey,8,AVRO-834,280,34,5,Fixed,814.6774263
Closed,Major,2011-08-12T20:22:34.070+0000,New Feature,tomwhite,2011-05-26T18:19:31.878+0000,2011-05-30T08:31:49.182+0000,0,AVRO,tomwhite,2,AVRO-830,198,61,0,Fixed,2448.450576
Closed,Major,2013-08-20T17:46:09.242+0000,New Feature,patrickangeles,2011-05-17T12:38:35.682+0000,2013-07-01T18:05:03.682+0000,5,AVRO,dmcintosh,20,AVRO-823,88,29,12,Fixed,1709.559196
Closed,Major,2011-11-15T17:30:29.654+0000,New Feature,awick,2011-05-16T19:15:54.413+0000,2011-11-01T19:33:52.091+0000,0,AVRO,abawany,8,AVRO-821,43,20,2,Fixed,2353.570071
Patch Available,Minor,2013-01-31T18:48:51.416+0000,New Feature,joecrobak,2011-05-06T19:19:13.961+0000,NA,0,AVRO,joecrobak,30,AVRO-816,1490,23,5,NA,2488.680473
Closed,Major,2011-05-06T19:14:02.346+0000,New Feature,tomwhite,2011-04-21T00:27:28.785+0000,2011-04-26T16:34:51.604+0000,0,AVRO,tomwhite,4,AVRO-808,212,61,0,Fixed,2546.498165
Closed,Major,2011-05-06T19:13:59.555+0000,New Feature,dona,2011-04-20T20:18:09.378+0000,2011-04-20T21:55:25.757+0000,0,AVRO,dona,3,AVRO-807,378,62,0,Fixed,2546.498197
Closed,Major,2013-05-02T02:30:56.762+0000,New Feature,cutting,2011-04-19T23:24:21.991+0000,2012-09-11T21:41:11.698+0000,6,AVRO,cutting,40,AVRO-806,143,30,33,Fixed,2038.413315
Closed,Major,2011-11-01T18:36:00.834+0000,New Feature,cutting,2011-04-19T23:09:40.245+0000,2011-09-12T20:24:25.647+0000,0,AVRO,cutting,6,AVRO-805,267,53,5,Fixed,2367.524571
Closed,Major,2011-11-01T18:36:05.374+0000,New Feature,cutting,2011-04-19T23:02:50.368+0000,2011-10-04T21:54:56.916+0000,0,AVRO,cutting,19,AVRO-804,252,49,7,Fixed,2367.524519
Open,Major,2011-12-13T19:06:47.809+0000,New Feature,cutting,2011-04-07T23:30:23.933+0000,NA,0,AVRO,NA,6,AVRO-800,130,26,2,NA,2575.320137
Open,Major,2011-04-06T20:04:39.218+0000,New Feature,dkaminsky,2011-04-06T20:04:19.011+0000,NA,0,AVRO,NA,0,AVRO-797,1847,32,3,NA,2576.46325
Closed,Major,2011-05-06T19:14:03.315+0000,New Feature,cutting,2011-03-24T16:08:56.804+0000,2011-04-06T18:00:44.037+0000,1,AVRO,cutting,9,AVRO-788,138,22,4,Fixed,2546.498154
Open,Major,2011-03-14T14:56:12.500+0000,New Feature,dcreager,2011-03-09T15:10:24.816+0000,NA,2,AVRO,dcreager,3,AVRO-778,908,34,1,NA,2604.66735
Closed,Blocker,2011-03-12T00:32:55.480+0000,New Feature,dcreager,2011-02-09T20:44:33.078+0000,2011-02-25T21:15:58.106+0000,0,AVRO,dcreager,9,AVRO-762,1570,24,1,Fixed,2602.276717
Closed,Major,2011-03-12T00:32:53.821+0000,New Feature,stuhood,2011-02-04T09:32:23.406+0000,2011-02-07T21:21:32.561+0000,0,AVRO,stuhood,7,AVRO-757,147,56,0,Fixed,2602.276736
Closed,Major,2011-03-12T00:32:51.543+0000,New Feature,dcreager,2011-01-28T15:51:29.688+0000,2011-02-15T15:28:01.378+0000,0,AVRO,dcreager,4,AVRO-750,130,15,0,Fixed,2602.276762
