created,full_resolution_time,from_last_update,from_create_to_update,issue_type,priority,description_length,summary_length,watch_count,comment_count,reporter_mean_FRT,reporter_mean_FLU,reporter_mean_FCTU,reporter,key,num_of_trans,classes_by_frt,classes_by_flu,classes_by_fctu,assignee_mean_FRT,assignee_mean_FLU,assignee_mean_FCTU
2017-10-09T21:33:57.218+0000,4226566.53,0.043000000000000003,4226566.573,3,4,4273.0,68,2,5,2240920.9445,0.03950000000000001,2240920.984,karthikus,AVRO-2095,2,3,0,3,10514591.46,6812151.949333335,17326743.409333337
2017-10-06T22:27:57.299+0000,255275.35900000003,0.036000000000000004,255275.39500000002,6,4,198.0,88,1,0,2240920.9445,0.03950000000000001,2240920.984,karthikus,AVRO-2089,2,1,0,1,0.0,0.0,0.0
2017-10-06T12:08:53.887+0000,509800.12200000003,0.052000000000000005,509800.17400000006,5,4,955.0,63,2,5,509800.12200000003,0.052000000000000005,509800.17400000006,eliviu,AVRO-2088,2,2,0,2,4251433.235333334,24661.138000000003,4276094.373333334
2017-09-25T18:48:28.994+0000,16240903.767,0.028,16240903.795000002,6,2,952.0,28,4,5,16240903.767,0.028,16240903.795000002,pnayak,AVRO-2081,2,4,0,4,16240903.767,0.028,16240903.795000002
2017-09-20T13:46:39.262+0000,7243701.350000001,0.253,7243701.603,6,2,1710.0,41,3,5,7243701.350000001,0.253,7243701.603,howellbridger,AVRO-2080,3,4,0,4,7243701.350000001,0.253,7243701.603
2017-09-14T12:01:45.679+0000,67566.18800000001,0.038,67566.22600000001,0,4,462.0,55,2,2,1846500.0445,0.0385,1846500.083,erikvanoosten,AVRO-2076,2,0,0,0,0.0,0.0,0.0
2017-08-30T09:36:33.441+0000,1119595.639,0.066,1119595.705,6,4,253.0,82,5,18,1345698.797,16.512500000000003,1345715.3095,nkollar,AVRO-2072,3,3,0,3,32547928.799999997,5208730.452555556,37756659.25255556
2017-08-21T16:04:31.966+0000,18942030.976,0.024,18942031.0,2,4,1015.0,63,5,13,18942030.976,0.024,18942031.0,jmullins,AVRO-2067,3,4,0,4,18942030.976,0.024,18942031.0
2017-08-14T09:09:05.178+0000,1571801.955,32.959,1571834.914,6,0,150.0,60,3,5,1345698.797,16.512500000000003,1345715.3095,nkollar,AVRO-2066,3,3,0,3,32547928.799999997,5208730.452555556,37756659.25255556
2017-08-03T20:28:50.157+0000,911013.4130000001,0.05,911013.4630000001,2,0,616.0,41,5,5,1743719.283222222,0.05588888888888889,1743719.3391111111,belugabehr,AVRO-2061,3,3,0,3,1743719.283222222,0.05588888888888889,1743719.3391111111
2017-07-28T07:26:54.109+0000,3993133.9910000004,0.061000000000000006,3993134.052,3,4,59.0,26,5,5,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-2059,3,3,0,3,3982094.9872500002,2159852.0315,6141947.018750001
2017-07-18T20:20:30.467+0000,817136.084,0.065,817136.1490000001,2,2,706.0,63,4,6,1743719.283222222,0.05588888888888889,1743719.3391111111,belugabehr,AVRO-2056,5,2,0,2,1743719.283222222,0.05588888888888889,1743719.3391111111
2017-07-18T19:56:53.305+0000,4816997.358,0.056,4816997.414,2,0,199.0,66,4,5,1743719.283222222,0.05588888888888889,1743719.3391111111,belugabehr,AVRO-2055,3,4,0,4,1743719.283222222,0.05588888888888889,1743719.3391111111
2017-07-18T19:06:05.667+0000,821587.3400000001,0.039,821587.3790000001,2,0,653.0,41,4,5,1743719.283222222,0.05588888888888889,1743719.3391111111,belugabehr,AVRO-2054,5,2,0,2,1743719.283222222,0.05588888888888889,1743719.3391111111
2017-07-18T18:43:01.298+0000,4821414.314,0.07100000000000001,4821414.385000001,2,0,808.0,70,3,2,1743719.283222222,0.05588888888888889,1743719.3391111111,belugabehr,AVRO-2053,3,4,0,4,1743719.283222222,0.05588888888888889,1743719.3391111111
2017-07-17T23:02:45.645+0000,403315.24500000005,0.057,403315.302,2,0,906.0,59,2,6,1743719.283222222,0.05588888888888889,1743719.3391111111,belugabehr,AVRO-2052,2,1,0,1,1743719.283222222,0.05588888888888889,1743719.3391111111
2017-07-17T01:49:05.820+0000,970191.7230000001,0.066,970191.7890000001,2,2,381.0,23,5,7,1743719.283222222,0.05588888888888889,1743719.3391111111,belugabehr,AVRO-2050,5,3,0,3,1743719.283222222,0.05588888888888889,1743719.3391111111
2017-07-17T01:05:58.080+0000,972765.1690000001,0.047,972765.216,2,0,1519.0,52,4,9,1743719.283222222,0.05588888888888889,1743719.3391111111,belugabehr,AVRO-2049,7,3,0,3,1743719.283222222,0.05588888888888889,1743719.3391111111
2017-07-14T21:20:53.557+0000,1159052.9030000002,0.052000000000000005,1159052.955,2,2,925.0,53,4,8,1743719.283222222,0.05588888888888889,1743719.3391111111,belugabehr,AVRO-2048,5,3,0,3,1743719.283222222,0.05588888888888889,1743719.3391111111
2017-06-16T07:14:35.609+0000,3029450.04,12438442.593,15467892.633000001,2,8,386.0,13,5,9,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-2043,3,3,4,4,3982094.9872500002,2159852.0315,6141947.018750001
2017-06-15T16:28:40.404+0000,620.307,5811.9710000000005,6432.278,6,4,3567.0,55,2,4,620.307,5811.9710000000005,6432.278,quadra,AVRO-2042,2,0,0,0,12341942.898937501,2615931.2208749996,14957874.119812502
2017-06-13T16:28:51.540+0000,21879718.271,0.02,21879718.291,5,4,196.0,25,6,13,17426385.895272728,2231948.798818182,19658334.694090907,busbey,AVRO-2041,2,4,0,4,10537313.020615386,6116669.306807693,16653982.327423079
2017-06-12T18:48:10.002+0000,3380409.365,0.043000000000000003,3380409.4080000003,2,2,39.0,33,5,6,4680988.061000001,13799436.159333333,18480424.220333334,tjwp,AVRO-2040,3,3,0,3,4680988.061000001,13799436.159333333,18480424.220333334
2017-05-31T15:14:24.327+0000,39008.33,11573323.321,11612331.651,2,4,151.0,65,3,6,530589.6215555556,1291003.974888889,1821593.5964444445,sacharya,AVRO-2038,3,0,4,4,39008.33,11573323.321,11612331.651
2017-05-10T15:48:42.083+0000,988951.437,0.054000000000000006,988951.491,6,2,692.0,52,2,2,988951.437,0.054000000000000006,988951.491,philrizk@gmail.com,AVRO-2033,3,3,0,3,988951.437,0.054000000000000006,988951.491
2017-04-14T19:01:45.909+0000,276990.31,0.04,276990.35000000003,6,4,61.0,27,4,3,530589.6215555556,1291003.974888889,1821593.5964444445,sacharya,AVRO-2025,3,1,0,1,4811732.2921,2455063.8024,7266796.094500001
2017-04-14T18:58:07.196+0000,280130.56700000004,0.039,280130.606,2,4,229.0,49,1,2,530589.6215555556,1291003.974888889,1821593.5964444445,sacharya,AVRO-2024,3,1,0,1,4811732.2921,2455063.8024,7266796.094500001
2017-04-12T12:54:21.004+0000,8527842.65,0.052000000000000005,8527842.702000001,5,8,1599.0,48,4,12,17426385.895272728,2231948.798818182,19658334.694090907,busbey,AVRO-2023,3,4,0,4,4811732.2921,2455063.8024,7266796.094500001
2017-04-11T12:42:59.861+0000,3625433.901,0.039,3625433.9400000004,6,4,300.0,41,2,3,1846500.0445,0.0385,1846500.083,erikvanoosten,AVRO-2022,2,3,0,3,0.0,0.0,0.0
2017-04-10T18:56:42.968+0000,6884846.518,11341843.897,18226690.415000003,2,2,155.0,35,6,7,6884846.518,11341843.897,18226690.415000003,arosca,AVRO-2021,3,4,4,4,32547928.799999997,5208730.452555556,37756659.25255556
2017-04-07T18:49:59.142+0000,8759.965,17.155,8777.12,6,8,147.0,85,3,3,530589.6215555556,1291003.974888889,1821593.5964444445,sacharya,AVRO-2018,3,0,0,0,4811732.2921,2455063.8024,7266796.094500001
2017-03-28T14:44:20.228+0000,1255075.104,0.037000000000000005,1255075.141,6,6,3433.0,29,1,3,17426385.895272728,2231948.798818182,19658334.694090907,busbey,AVRO-2013,3,3,0,3,0.0,0.0,0.0
2017-03-26T01:43:42.013+0000,955510.976,0.037000000000000005,955511.013,6,4,1161.0,47,3,6,478937.6875,0.042,478937.7295,thiru_mg,AVRO-2012,3,3,0,3,4811732.2921,2455063.8024,7266796.094500001
2017-02-23T12:01:03.371+0000,24613248.081,61.318000000000005,24613309.399,2,2,3053.0,52,11,19,24613248.081,61.318000000000005,24613309.399,teabot,AVRO-2003,3,4,0,4,24613248.081,61.318000000000005,24613309.399
2017-02-15T19:37:16.478+0000,4074040.685,1169.092,4075209.7770000002,3,2,1196.0,56,5,6,4074040.685,1169.092,4075209.7770000002,wandersen02,AVRO-2001,2,3,0,3,4074040.685,1169.092,4075209.7770000002
2017-02-06T17:25:56.982+0000,1891567.381,21055.465,1912622.8460000001,6,4,563.0,46,4,9,44419655.94171429,4103233.4420000007,48522889.383714296,zolyfarkas,AVRO-1997,3,3,0,3,21623791.055200003,6625859.127600001,28249650.182800002
2017-01-30T20:48:17.252+0000,1306517.608,35807721.462000005,37114239.07,6,2,257.0,29,4,8,4680988.061000001,13799436.159333333,18480424.220333334,tjwp,AVRO-1996,3,3,4,4,4680988.061000001,13799436.159333333,18480424.220333334
2017-01-30T19:22:20.211+0000,36270.962,0.045000000000000005,36271.007000000005,6,2,425.0,49,4,5,5022227.4645,0.0345,5022227.499,vimota,AVRO-1995,3,0,0,0,36270.962,0.045000000000000005,36271.007000000005
2017-01-30T10:43:30.082+0000,1748113.753,0.051000000000000004,1748113.804,6,4,1125.0,66,3,7,1748113.753,0.051000000000000004,1748113.804,da77a,AVRO-1994,3,3,0,3,1748113.753,0.051000000000000004,1748113.804
2017-01-29T10:13:44.283+0000,2364.3990000000003,0.047,2364.4460000000004,2,2,155.0,48,2,2,478937.6875,0.042,478937.7295,thiru_mg,AVRO-1993,2,0,0,0,10514591.46,6812151.949333335,17326743.409333337
2017-01-28T11:24:29.712+0000,1099513.5920000002,0.042,1099513.634,5,4,76.0,19,4,7,17426385.895272728,2231948.798818182,19658334.694090907,busbey,AVRO-1992,3,3,0,3,373251.0986666668,0.6346666666666667,373251.7333333334
2017-01-28T08:37:05.744+0000,11837709.608000001,740.553,11838450.161,6,4,852.0,46,4,4,17426385.895272728,2231948.798818182,19658334.694090907,busbey,AVRO-1990,3,4,0,4,32547928.799999997,5208730.452555556,37756659.25255556
2017-01-25T15:28:59.339+0000,224632.52200000003,24.263,224656.785,6,4,161.0,33,3,2,530589.6215555556,1291003.974888889,1821593.5964444445,sacharya,AVRO-1988,3,1,0,1,224632.52200000003,24.263,224656.785
2017-01-24T17:18:59.979+0000,1112546.597,45667.851,1158214.448,6,0,154.0,58,5,5,530589.6215555556,1291003.974888889,1821593.5964444445,sacharya,AVRO-1987,3,3,0,3,4811732.2921,2455063.8024,7266796.094500001
2017-01-18T07:53:14.091+0000,12871714.655000001,0.061000000000000006,12871714.716,6,4,1220.0,20,5,5,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-1985,3,4,0,4,3982094.9872500002,2159852.0315,6141947.018750001
2017-01-11T13:09:12.830+0000,1416763.516,0.044000000000000004,1416763.56,5,4,141.0,33,4,3,1416763.516,0.044000000000000004,1416763.56,zi,AVRO-1982,4,3,0,3,4251433.235333334,24661.138000000003,4276094.373333334
2017-01-06T18:04:25.424+0000,2886645.899,0.030000000000000002,2886645.929,5,4,107.0,32,2,3,2886645.899,0.030000000000000002,2886645.929,bharatviswa,AVRO-1978,3,3,0,3,2886645.899,0.030000000000000002,2886645.929
2017-01-02T11:05:24.667+0000,3203422.6920000003,0.036000000000000004,3203422.728,2,4,144.0,25,5,7,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-1975,3,3,0,3,3982094.9872500002,2159852.0315,6141947.018750001
2016-12-30T16:25:17.928+0000,4463876.9350000005,0.04,4463876.975000001,2,4,193.0,39,4,7,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-1973,3,4,0,4,3982094.9872500002,2159852.0315,6141947.018750001
2016-12-22T15:02:10.009+0000,4062228.117,0.044000000000000004,4062228.1610000003,6,2,639.0,19,5,4,4062228.117,0.044000000000000004,4062228.1610000003,cesco,AVRO-1972,3,3,0,3,4062228.117,0.044000000000000004,4062228.1610000003
2016-12-19T20:07:01.311+0000,15418566.716000002,0.049,15418566.765,2,2,183.0,50,5,9,7847229.385000001,0.041,7847229.426,baunz,AVRO-1971,3,4,0,4,15418566.716000002,0.049,15418566.765
2016-12-19T08:38:13.762+0000,1923370.4470000002,546.4490000000001,1923916.8960000002,6,2,2585.0,26,4,4,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-1970,3,3,0,3,3982094.9872500002,2159852.0315,6141947.018750001
2016-12-17T15:30:52.358+0000,9356037.21,5590586.973,14946624.183,2,4,210.0,40,4,8,4680988.061000001,13799436.159333333,18480424.220333334,tjwp,AVRO-1969,3,4,4,4,4680988.061000001,13799436.159333333,18480424.220333334
2016-12-01T11:20:02.363+0000,1381415.03,32042465.134000003,33423880.164,6,6,198.0,59,3,4,1370064.9266190475,6135400.9613333335,7505465.88795238,nielsbasjes,AVRO-1967,3,3,4,4,10537313.020615386,6116669.306807693,16653982.327423079
2016-11-30T20:36:34.478+0000,45990.088,33430863.745,33476853.833,6,6,255.0,45,3,6,1370064.9266190475,6135400.9613333335,7505465.88795238,nielsbasjes,AVRO-1966,3,0,4,4,10537313.020615386,6116669.306807693,16653982.327423079
2016-11-22T23:42:08.234+0000,2993.275,30182428.187000003,30185421.462,6,4,719.0,25,5,5,2993.275,30182428.187000003,30185421.462,xiongtx,AVRO-1962,2,0,4,4,0.0,0.0,0.0
2016-11-14T22:09:24.635+0000,7449023.45,0.037000000000000005,7449023.487000001,2,4,1308.0,71,4,4,19788173.975,2.5045,19788176.479500003,clement@unportant.info,AVRO-1960,2,4,0,4,19788173.975,2.5045,19788176.479500003
2016-11-11T09:18:10.089+0000,8532704.725,86.563,8532791.288,6,4,,92,2,2,8532704.725,86.563,8532791.288,MaxL,AVRO-1958,2,4,0,4,0.0,0.0,0.0
2016-11-10T21:36:14.481+0000,38408694.673,49.588,38408744.261,6,4,496.0,55,6,12,38408694.673,49.588,38408744.261,timmsc,AVRO-1957,3,4,0,4,38408694.673,49.588,38408744.261
2016-11-07T17:53:53.209+0000,6371970.682,35535956.052,41907926.734000005,6,2,710.0,91,5,14,6371970.682,35535956.052,41907926.734000005,iamwrong,AVRO-1954,3,4,4,4,32547928.799999997,5208730.452555556,37756659.25255556
2016-11-05T22:01:41.735+0000,1985.095,0.18100000000000002,1985.276,6,4,299.0,59,2,2,1843249.0820000002,85775.42662500001,1929024.5086250002,rdblue,AVRO-1951,2,0,0,0,12341942.898937501,2615931.2208749996,14957874.119812502
2016-11-04T09:13:04.007+0000,7765.064,2.1060000000000003,7767.17,6,2,1236.0,140,1,1,11894.415,2.039,11896.454000000002,mhurd,AVRO-1949,2,0,0,0,0.0,0.0,0.0
2016-11-04T09:12:42.256+0000,16023.766000000001,1.9720000000000002,16025.738000000001,6,2,1236.0,140,2,3,11894.415,2.039,11896.454000000002,mhurd,AVRO-1948,2,0,0,0,0.0,0.0,0.0
2016-11-03T16:38:04.676+0000,64217.802,121947.486,186165.288,6,4,562.0,37,4,5,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-1947,3,0,1,1,3982094.9872500002,2159852.0315,6141947.018750001
2016-10-28T21:30:57.660+0000,4010.9330000000004,162391.119,166402.052,6,4,1393.0,22,2,3,4010.9330000000004,162391.119,166402.052,smueller18,AVRO-1945,2,0,1,1,0.0,0.0,0.0
2016-10-26T13:31:25.377+0000,544229.718,344332.146,888561.8640000001,6,4,170.0,24,4,6,1370064.9266190475,6135400.9613333335,7505465.88795238,nielsbasjes,AVRO-1944,3,2,1,3,10537313.020615386,6116669.306807693,16653982.327423079
2016-10-26T11:59:37.005+0000,428951.96300000005,2608020.9370000004,3036972.9000000004,6,4,3093.0,63,5,4,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-1943,3,1,3,3,3982094.9872500002,2159852.0315,6141947.018750001
2016-10-26T11:59:18.988+0000,3036990.632,0.21400000000000002,3036990.8460000004,6,4,3093.0,63,1,1,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-1942,2,3,0,3,3982094.9872500002,2159852.0315,6141947.018750001
2016-10-21T21:36:43.960+0000,10299884.238,0.044000000000000004,10299884.282000002,6,4,1094.0,45,3,3,10299884.238,0.044000000000000004,10299884.282000002,jaredgrubb,AVRO-1937,3,4,0,4,0.0,0.0,0.0
2016-10-19T07:26:25.398+0000,10211399.914,0.043000000000000003,10211399.957,6,4,214.0,53,2,1,10211399.914,0.043000000000000003,10211399.957,razi,AVRO-1935,2,4,0,4,0.0,0.0,0.0
2016-10-12T12:40:22.944+0000,28511047.046,0.048,28511047.094,2,2,592.0,77,9,18,27861685.1305,3.0415,27861688.172,epkanol,AVRO-1933,3,4,0,4,27861685.1305,3.0415,27861688.172
2016-10-10T08:16:48.659+0000,510035.01200000005,1779785.06,2289820.072,2,4,374.0,50,3,5,1370064.9266190475,6135400.9613333335,7505465.88795238,nielsbasjes,AVRO-1932,3,2,3,3,10537313.020615386,6116669.306807693,16653982.327423079
2016-10-07T15:59:04.118+0000,27212323.215,6.035,27212329.25,6,2,907.0,85,7,13,27861685.1305,3.0415,27861688.172,epkanol,AVRO-1931,3,4,0,4,27861685.1305,3.0415,27861688.172
2016-10-05T12:11:23.675+0000,10020109.683,0.048,10020109.731,6,4,94.0,53,4,5,10020109.683,0.048,10020109.731,gahr,AVRO-1930,3,4,0,4,10020109.683,0.048,10020109.731
2016-09-22T23:36:00.225+0000,341443.358,1.7730000000000001,341445.131,6,2,166.0,31,2,2,5773861.276000001,39137.063500000004,5812998.3395,Simon24601,AVRO-1926,2,1,0,1,0.0,0.0,0.0
2016-09-22T10:12:11.415+0000,1051992.137,2786098.35,3838090.487,6,4,,61,4,9,1370064.9266190475,6135400.9613333335,7505465.88795238,nielsbasjes,AVRO-1923,3,3,3,3,10537313.020615386,6116669.306807693,16653982.327423079
2016-09-19T14:13:31.675+0000,32763.408000000003,0.7150000000000001,32764.123000000003,6,4,245.0,55,3,2,2978345.3860000004,1264079.8974166666,4242425.283416667,gszadovszky,AVRO-1921,3,0,0,0,3982094.9872500002,2159852.0315,6141947.018750001
2016-09-17T01:11:23.231+0000,70.397,0.269,70.66600000000001,5,2,529.0,35,1,1,530589.6215555556,1291003.974888889,1821593.5964444445,sacharya,AVRO-1920,2,0,0,0,0.0,0.0,0.0
2016-09-17T01:11:13.580+0000,854712.9180000001,2.426,854715.344,5,2,529.0,35,3,3,530589.6215555556,1291003.974888889,1821593.5964444445,sacharya,AVRO-1919,3,2,0,2,4811732.2921,2455063.8024,7266796.094500001
2016-09-16T20:17:58.456+0000,932408.731,16756311.362000002,17688720.093000002,2,4,269.0,34,4,6,476589.3715,8378155.694000001,8854745.0655,cutting,AVRO-1918,4,3,4,4,3982094.9872500002,2159852.0315,6141947.018750001
2016-09-14T12:40:23.419+0000,620866.39,0.627,620867.017,6,4,2254.0,54,2,3,620866.39,0.627,620867.017,NPE,AVRO-1915,2,2,0,2,0.0,0.0,0.0
2016-09-14T07:45:32.821+0000,91732.576,1.0690000000000002,91733.645,6,0,,37,3,3,1370064.9266190475,6135400.9613333335,7505465.88795238,nielsbasjes,AVRO-1914,2,1,0,1,10537313.020615386,6116669.306807693,16653982.327423079
2016-09-13T12:01:11.139+0000,162771.55000000002,39226507.642000005,39389279.192,2,4,173.0,38,4,6,1370064.9266190475,6135400.9613333335,7505465.88795238,nielsbasjes,AVRO-1913,2,1,4,4,10537313.020615386,6116669.306807693,16653982.327423079
2016-09-09T21:55:23.270+0000,12236431.706,10011.84,12246443.546,6,4,1938.0,76,4,9,9886328.2975,21387.508500000004,9907715.806,comm@squotd.net,AVRO-1912,3,4,0,4,50233667.86533334,14485.270333333336,50248153.13566667
2016-09-07T09:52:22.186+0000,12294513.848000001,55350.096000000005,12349863.944,2,2,577.0,44,4,5,12294513.848000001,55350.096000000005,12349863.944,wallin,AVRO-1909,3,4,0,4,0.0,0.0,0.0
2016-09-04T21:54:07.803+0000,324342.256,337.55400000000003,324679.81,6,4,140.0,40,4,6,1843249.0820000002,85775.42662500001,1929024.5086250002,rdblue,AVRO-1908,2,1,0,1,12341942.898937501,2615931.2208749996,14957874.119812502
2016-09-01T13:42:20.755+0000,5637952.817000001,45745.531,5683698.348,2,4,265.0,52,4,7,17426385.895272728,2231948.798818182,19658334.694090907,busbey,AVRO-1907,3,4,0,4,3982094.9872500002,2159852.0315,6141947.018750001
2016-08-31T10:38:56.454+0000,19521.942000000003,1.784,19523.726000000002,6,4,2988.0,31,2,1,19521.942000000003,1.784,19523.726000000002,amodpandey,AVRO-1905,2,0,0,0,373251.0986666668,0.6346666666666667,373251.7333333334
2016-08-23T03:15:27.588+0000,2351069.1,11342024.121000001,13693093.221,6,4,622.0,74,7,14,2351069.1,11342024.121000001,13693093.221,radai,AVRO-1901,2,3,4,4,10537313.020615386,6116669.306807693,16653982.327423079
2016-08-21T19:46:10.476+0000,1978454.9880000001,0.41000000000000003,1978455.398,6,4,301.0,37,6,12,530589.6215555556,1291003.974888889,1821593.5964444445,sacharya,AVRO-1900,5,3,0,3,12341942.898937501,2615931.2208749996,14957874.119812502
2016-08-16T21:56:32.879+0000,16003591.455,0.037000000000000005,16003591.492,6,4,1402.0,51,4,2,16003591.455,0.037000000000000005,16003591.492,buckedrain@outlook.com,AVRO-1898,2,4,0,4,16003591.455,0.037000000000000005,16003591.492
2016-08-08T15:12:53.069+0000,7710282.6450000005,86740.625,7797023.2700000005,6,8,146.0,67,5,15,17426385.895272728,2231948.798818182,19658334.694090907,busbey,AVRO-1897,3,4,1,4,4811732.2921,2455063.8024,7266796.094500001
2016-08-04T19:34:21.250+0000,2346554.497,58378.341,2404932.838,2,6,636.0,41,7,21,2346554.497,58378.341,2404932.838,tarasbob,AVRO-1895,3,3,0,3,1945819.2326000002,15084.9666,1960904.1992000001
2016-08-03T19:03:07.866+0000,14319.809000000001,0.20600000000000002,14320.015000000001,6,4,185.0,49,2,2,16005966.9448,121413.84160000001,16127380.786400001,sachingoyal,AVRO-1893,2,0,0,0,0.0,0.0,0.0
