status,updated,from_status,reporter,when,days_in_from_status,who,to_status,assignee,key,description_length,summary_length,days_in_current_status,days_since_open,project,created,transition,resolutiondate,comment_count,priority,vote_count,issue_type,watch_count,resolution
Resolved,2018-04-24T06:34:15.849+0000,,jmukesh,2018-04-04T16:39:43.364+0000,,jmukesh,Open,,AVRO-2167,674,53,2.025791941,,AVRO,2018-04-04T16:39:43.364+0000,Non-existent to Open,2018-04-24T06:34:15.829+0000,0,Major,0,Bug,1,Not A Bug
Resolved,2018-04-24T06:34:15.849+0000,Open,jmukesh,2018-04-24T06:34:15.853+0000,19.5795427,jmukesh,Resolved,,AVRO-2167,674,53,2.025791941,19.5795427,AVRO,2018-04-04T16:39:43.364+0000,Open to Resolved,2018-04-24T06:34:15.829+0000,0,Major,0,Bug,1,Not A Bug
Resolved,2018-04-24T06:32:37.556+0000,,jmukesh,2018-04-04T16:29:37.306+0000,,jmukesh,Open,,AVRO-2166,1043,39,2.026929512,,AVRO,2018-04-04T16:29:37.306+0000,Non-existent to Open,2018-04-24T06:32:37.535+0000,1,Major,0,Bug,2,Not A Bug
Resolved,2018-04-24T06:32:37.556+0000,Open,jmukesh,2018-04-24T06:32:37.567+0000,19.58541969,jmukesh,Resolved,,AVRO-2166,1043,39,2.026929512,19.58541969,AVRO,2018-04-04T16:29:37.306+0000,Open to Resolved,2018-04-24T06:32:37.535+0000,1,Major,0,Bug,2,Not A Bug
Patch Available,2018-04-01T13:19:20.632+0000,,thiru_mg,2018-04-01T13:08:48.480+0000,,thiru_mg,Open,,AVRO-2165,307,57,24.74448648,,AVRO,2018-04-01T13:08:48.480+0000,Non-existent to Open,,1,Minor,0,Improvement,1,
Patch Available,2018-04-01T13:19:20.632+0000,Open,thiru_mg,2018-04-01T13:19:20.645+0000,0.007316725,thiru_mg,Patch Available,,AVRO-2165,307,57,24.74448648,0.007316725,AVRO,2018-04-01T13:08:48.480+0000,Open to Patch Available,,1,Minor,0,Improvement,1,
Open,2018-03-23T17:16:08.421+0000,,BigAndy,2018-03-23T13:13:13.286+0000,,BigAndy,Open,,AVRO-2164,1101,32,33.74873832,,AVRO,2018-03-23T13:13:13.286+0000,Non-existent to Open,,6,Major,0,Improvement,4,
Open,2018-03-23T08:14:38.362+0000,,busbey,2018-03-22T18:10:17.320+0000,,busbey,Open,sacharya,AVRO-2163,83,13,34.54244163,,AVRO,2018-03-22T18:10:17.320+0000,Non-existent to Open,,0,Major,0,Task,1,
Open,2018-03-30T09:30:51.006+0000,,scott_carey,2018-03-22T07:38:21.069+0000,,scott_carey,Open,,AVRO-2162,430,45,34.98128713,,AVRO,2018-03-22T07:38:21.069+0000,Non-existent to Open,,11,Major,0,Improvement,3,
Patch Available,2018-03-17T15:14:56.391+0000,,blachniet,2018-03-17T14:57:46.044+0000,,blachniet,Open,,AVRO-2161,614,34,39.66421163,,AVRO,2018-03-17T14:57:46.044+0000,Non-existent to Open,,1,Major,0,Improvement,1,
Patch Available,2018-03-17T15:14:56.391+0000,Open,blachniet,2018-03-17T15:14:56.393+0000,0.011925336,blachniet,Patch Available,,AVRO-2161,614,34,39.66421163,0.011925336,AVRO,2018-03-17T14:57:46.044+0000,Open to Patch Available,,1,Major,0,Improvement,1,
Open,2018-04-19T23:41:09.873+0000,,Prevost,2018-03-15T21:24:19.154+0000,,Prevost,Open,,AVRO-2160,2035,61,41.40769819,,AVRO,2018-03-15T21:24:19.154+0000,Non-existent to Open,,0,Critical,0,Bug,1,
Open,2018-03-15T03:11:17.554+0000,,howellbridger,2018-03-15T03:11:17.554+0000,,howellbridger,Open,,AVRO-2159,6157,60,42.16674449,,AVRO,2018-03-15T03:11:17.554+0000,Non-existent to Open,,0,Major,1,New Feature,2,
Open,2018-03-11T01:15:22.830+0000,,blachniet,2018-03-11T01:15:22.830+0000,,blachniet,Open,,AVRO-2158,837,26,46.24723898,,AVRO,2018-03-11T01:15:22.830+0000,Non-existent to Open,,0,Minor,0,New Feature,1,
Resolved,2018-03-14T16:45:08.597+0000,,maxenglander,2018-03-09T06:18:47.199+0000,,maxenglander,Open,maxenglander,AVRO-2157,825,82,42.60157032,,AVRO,2018-03-09T06:18:47.199+0000,Non-existent to Open,2018-03-14T16:45:08.577+0000,3,Trivial,0,Bug,2,Fixed
Resolved,2018-03-14T16:45:08.597+0000,Open,maxenglander,2018-03-14T16:26:09.137+0000,5.42178169,cutting,Patch Available,maxenglander,AVRO-2157,825,82,42.60157032,5.42178169,AVRO,2018-03-09T06:18:47.199+0000,Open to Patch Available,2018-03-14T16:45:08.577+0000,3,Trivial,0,Bug,2,Fixed
Resolved,2018-03-14T16:45:08.597+0000,Patch Available,maxenglander,2018-03-14T16:45:08.602+0000,0.013188252,cutting,Resolved,maxenglander,AVRO-2157,825,82,42.60157032,5.434969942,AVRO,2018-03-09T06:18:47.199+0000,Patch Available to Resolved,2018-03-14T16:45:08.577+0000,3,Trivial,0,Bug,2,Fixed
Patch Available,2018-03-11T00:14:54.591+0000,,blachniet,2018-03-07T01:43:27.422+0000,,blachniet,Open,,AVRO-2156,332,44,46.28923242,,AVRO,2018-03-07T01:43:27.422+0000,Non-existent to Open,,2,Major,0,New Feature,2,
