status,updated,from_status,reporter,when,days_in_from_status,who,to_status,assignee,key,description_length,summary_length,days_in_current_status,days_since_open,project,created,transition,resolutiondate,comment_count,priority,vote_count,issue_type,watch_count,resolution
Resolved,2017-11-09T09:35:51.453+0000,NA,EddyA,2017-10-26T12:11:24.009+0000,NA,EddyA,Open,NA,AVRO-2101,1219,29,168.7934479,NA,AVRO,2017-10-26T12:11:24.009+0000,Non-existent to Open,2017-11-08T12:08:50.334+0000,1,Blocker,2,Bug,1,Not A Problem
Resolved,2017-11-09T09:35:51.453+0000,Open,EddyA,2017-11-08T12:08:50.384+0000,12.99822193,EddyA,Resolved,NA,AVRO-2101,1219,29,168.7934479,12.99822193,AVRO,2017-10-26T12:11:24.009+0000,Open to Resolved,2017-11-08T12:08:50.334+0000,1,Blocker,2,Bug,1,Not A Problem
Open,2018-03-23T08:14:38.065+0000,NA,stephane.maarek@gmail.com,2017-08-14T04:42:38.541+0000,NA,stephane.maarek@gmail.com,Open,NA,AVRO-2065,3009,70,255.1033073,NA,AVRO,2017-08-14T04:42:38.541+0000,Non-existent to Open,NA,0,Blocker,2,Bug,4,NA
Closed,2017-10-13T00:54:48.825+0000,NA,sacharya,2017-08-04T03:40:21.189+0000,NA,sacharya,Open,sacharya,AVRO-2062,53,28,195.2615216,NA,AVRO,2017-08-04T03:40:21.189+0000,Non-existent to Open,2017-10-13T00:54:41.491+0000,1,Blocker,0,Sub-task,1,Fixed
Closed,2017-10-13T00:54:48.825+0000,Open,sacharya,2017-10-13T00:54:41.539+0000,69.88495775,sacharya,Resolved,sacharya,AVRO-2062,53,28,195.2615216,69.88495775,AVRO,2017-08-04T03:40:21.189+0000,Open to Resolved,2017-10-13T00:54:41.491+0000,1,Blocker,0,Sub-task,1,Fixed
Closed,2017-10-13T00:54:48.825+0000,Resolved,sacharya,2017-10-13T00:54:48.828+0000,8.44E-05,sacharya,Closed,sacharya,AVRO-2062,53,28,195.2615216,69.88504212,AVRO,2017-08-04T03:40:21.189+0000,Resolved to Closed,2017-10-13T00:54:41.491+0000,1,Blocker,0,Sub-task,1,Fixed
Resolved,2017-12-12T07:52:48.242+0000,NA,gszadovszky,2017-06-16T07:14:35.609+0000,NA,gszadovszky,Open,gszadovszky,AVRO-2043,386,13,278.9347058,NA,AVRO,2017-06-16T07:14:35.609+0000,Non-existent to Open,2017-07-21T08:45:25.649+0000,9,Blocker,0,Improvement,5,Fixed
Resolved,2017-12-12T07:52:48.242+0000,Open,gszadovszky,2017-06-19T08:05:50.737+0000,3.035591759,gszadovszky,Patch Available,gszadovszky,AVRO-2043,386,13,278.9347058,3.035591759,AVRO,2017-06-16T07:14:35.609+0000,Open to Patch Available,2017-07-21T08:45:25.649+0000,9,Blocker,0,Improvement,5,Fixed
Resolved,2017-12-12T07:52:48.242+0000,Patch Available,gszadovszky,2017-07-21T08:45:25.715+0000,32.02748817,gszadovszky,Resolved,gszadovszky,AVRO-2043,386,13,278.9347058,35.06307993,AVRO,2017-06-16T07:14:35.609+0000,Patch Available to Resolved,2017-07-21T08:45:25.649+0000,9,Blocker,0,Improvement,5,Fixed
Resolved,2017-07-20T05:45:03.706+0000,NA,busbey,2017-04-12T12:54:21.004+0000,NA,busbey,Open,sacharya,AVRO-2023,1599,48,280.0599605,NA,AVRO,2017-04-12T12:54:21.004+0000,Non-existent to Open,2017-07-20T05:45:03.654+0000,12,Blocker,0,Task,4,Fixed
Resolved,2017-07-20T05:45:03.706+0000,Open,busbey,2017-05-05T03:08:31.381+0000,22.59317566,sacharya,Patch Available,sacharya,AVRO-2023,1599,48,280.0599605,22.59317566,AVRO,2017-04-12T12:54:21.004+0000,Open to Patch Available,2017-07-20T05:45:03.654+0000,12,Blocker,0,Task,4,Fixed
Resolved,2017-07-20T05:45:03.706+0000,Patch Available,busbey,2017-07-20T05:45:03.708+0000,76.10870749,sacharya,Resolved,sacharya,AVRO-2023,1599,48,280.0599605,98.70188315,AVRO,2017-04-12T12:54:21.004+0000,Patch Available to Resolved,2017-07-20T05:45:03.654+0000,12,Blocker,0,Task,4,Fixed
Resolved,2017-04-07T21:16:16.262+0000,NA,sacharya,2017-04-07T18:49:59.142+0000,NA,sacharya,Open,sacharya,AVRO-2018,147,85,383.4134856,NA,AVRO,2017-04-07T18:49:59.142+0000,Non-existent to Open,2017-04-07T21:15:59.107+0000,3,Blocker,0,Bug,3,Fixed
Resolved,2017-04-07T21:16:16.262+0000,Open,sacharya,2017-04-07T19:14:25.963+0000,0.016977095,sacharya,Patch Available,sacharya,AVRO-2018,147,85,383.4134856,0.016977095,AVRO,2017-04-07T18:49:59.142+0000,Open to Patch Available,2017-04-07T21:15:59.107+0000,3,Blocker,0,Bug,3,Fixed
Resolved,2017-04-07T21:16:16.262+0000,Patch Available,sacharya,2017-04-07T21:15:59.147+0000,0.084411852,sacharya,Resolved,sacharya,AVRO-2018,147,85,383.4134856,0.101388947,AVRO,2017-04-07T18:49:59.142+0000,Patch Available to Resolved,2017-04-07T21:15:59.107+0000,3,Blocker,0,Bug,3,Fixed
Open,2017-10-11T17:58:07.179+0000,NA,dklimis,2017-01-09T12:59:15.537+0000,NA,dklimis,Open,NA,AVRO-1979,1851,51,471.7584348,NA,AVRO,2017-01-09T12:59:15.537+0000,Non-existent to Open,NA,1,Blocker,0,Bug,2,NA
Resolved,2016-11-06T21:03:16.339+0000,NA,busbey,2016-08-08T15:12:53.069+0000,NA,busbey,Open,sacharya,AVRO-1897,146,67,536.4262502,NA,AVRO,2016-08-08T15:12:53.069+0000,Non-existent to Open,2016-11-05T20:57:35.714+0000,15,Blocker,0,Bug,5,Fixed
Resolved,2016-11-06T21:03:16.339+0000,Open,busbey,2016-08-28T04:06:22.523+0000,19.53714646,sacharya,Patch Available,sacharya,AVRO-1897,146,67,536.4262502,19.53714646,AVRO,2016-08-08T15:12:53.069+0000,Open to Patch Available,2016-11-05T20:57:35.714+0000,15,Blocker,0,Bug,5,Fixed
Resolved,2016-11-06T21:03:16.339+0000,Patch Available,busbey,2016-11-05T20:57:36.305+0000,69.70224285,rdblue,Resolved,sacharya,AVRO-1897,146,67,536.4262502,89.23938931,AVRO,2016-08-08T15:12:53.069+0000,Patch Available to Resolved,2016-11-05T20:57:35.714+0000,15,Blocker,0,Bug,5,Fixed
Open,2018-04-02T14:11:22.080+0000,NA,ross.black,2016-08-02T05:26:57.087+0000,NA,ross.black,Open,NA,AVRO-1891,5007,60,632.0725374,NA,AVRO,2016-08-02T05:26:57.087+0000,Non-existent to Open,NA,33,Blocker,13,Bug,23,NA
Resolved,2016-09-04T00:27:01.959+0000,NA,rdblue,2016-07-24T23:09:25.695+0000,NA,rdblue,Open,rdblue,AVRO-1888,294,60,599.2808144,NA,AVRO,2016-07-24T23:09:25.695+0000,Non-existent to Open,2016-09-04T00:27:01.399+0000,4,Blocker,1,Bug,4,Fixed
Resolved,2016-09-04T00:27:01.959+0000,Open,rdblue,2016-07-24T23:10:45.694+0000,0.000925914,rdblue,Patch Available,rdblue,AVRO-1888,294,60,599.2808144,0.000925914,AVRO,2016-07-24T23:09:25.695+0000,Open to Patch Available,2016-09-04T00:27:01.399+0000,4,Blocker,1,Bug,4,Fixed
