status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status
Open,Critical,2016-04-22T16:09:18.270+0000,Task,tomwhite,2015-07-16T13:34:02.736+0000,NA,0,AVRO,NA,5,AVRO-1705,213,53,7,NA,1014.734271
Open,Critical,2015-03-30T17:44:32.293+0000,Bug,PaddyD,2015-03-30T15:35:41.066+0000,NA,0,AVRO,NA,0,AVRO-1654,1175,91,1,NA,1122.649799
Resolved,Critical,2017-02-02T23:38:47.677+0000,Bug,u912boilermaker,2015-02-24T19:42:33.954+0000,2016-04-09T23:10:43.474+0000,1,AVRO,barryjones,32,AVRO-1642,947,48,7,Fixed,746.3337983
Resolved,Critical,2015-08-26T22:38:32.447+0000,Bug,hatem,2014-10-10T10:32:59.070+0000,2015-08-26T21:34:09.258+0000,0,AVRO,hatem,13,AVRO-1593,272,73,8,Fixed,973.4008613
Open,Critical,2015-12-28T19:38:36.688+0000,Bug,virtuald,2014-08-07T03:00:36.523+0000,NA,0,AVRO,NA,6,AVRO-1561,1047,61,3,NA,1358.174158
Open,Critical,2015-02-26T14:41:36.363+0000,Bug,minaguib,2014-03-25T15:36:01.978+0000,NA,1,AVRO,NA,1,AVRO-1487,1173,91,2,NA,1492.649558
Open,Critical,2016-11-04T10:00:51.721+0000,Bug,archmagece,2013-09-11T09:31:36.407+0000,NA,0,AVRO,NA,3,AVRO-1375,2187,29,3,NA,1687.902631
Resolved,Critical,2013-06-20T16:41:00.043+0000,Bug,scott_carey,2013-06-20T16:29:17.709+0000,2013-06-20T16:41:00.024+0000,0,AVRO,NA,2,AVRO-1349,41,43,2,Fixed,1770.604441
Closed,Critical,2013-08-20T17:46:04.078+0000,Bug,kirwin,2013-05-08T15:48:38.228+0000,2013-05-09T21:04:56.888+0000,0,AVRO,cutting,4,AVRO-1326,1007,45,3,Fixed,1709.559256
Open,Critical,2016-01-29T12:35:36.671+0000,Bug,sms,2013-01-21T23:59:35.954+0000,NA,0,AVRO,NA,0,AVRO-1235,252,36,1,NA,1920.299859
Closed,Critical,2012-09-25T21:16:13.228+0000,Bug,ekohlwey,2012-07-17T15:36:58.391+0000,2012-07-19T21:25:22.468+0000,0,AVRO,cutting,4,AVRO-1128,1337,72,2,Fixed,2038.413317
Open,Critical,2017-01-28T10:37:29.786+0000,Task,jtyrrell,2012-07-13T04:11:46.009+0000,NA,21,AVRO,chonton,20,AVRO-1126,1103,21,29,NA,2113.124743
Closed,Critical,2012-07-18T21:54:25.762+0000,Bug,mpugachev,2012-06-13T11:07:16.389+0000,2012-06-22T11:53:32.932+0000,0,AVRO,NA,5,AVRO-1115,564,50,2,Fixed,2107.386782
Closed,Critical,2012-09-25T21:22:59.854+0000,Bug,mpugachev,2012-05-24T14:19:46.162+0000,2012-09-13T21:17:41.536+0000,0,AVRO,NA,10,AVRO-1101,123,78,3,Won't Fix,2038.40861
Closed,Critical,2012-06-11T20:01:34.587+0000,Bug,mpugachev,2012-05-16T10:40:20.206+0000,2012-05-20T14:25:44.994+0000,0,AVRO,NA,8,AVRO-1092,174,56,3,Fixed,2144.465153
Closed,Critical,2012-06-11T20:01:33.889+0000,Bug,mpugachev,2012-05-12T10:37:05.059+0000,2012-05-20T14:05:17.981+0000,0,AVRO,NA,2,AVRO-1086,197,58,1,Fixed,2144.465161
Open,Critical,2013-04-30T19:31:33.426+0000,Bug,aprabhakar,2012-03-13T21:16:13.794+0000,NA,0,AVRO,NA,5,AVRO-1044,209,83,1,NA,2234.41331
Closed,Critical,2012-02-15T00:46:25.097+0000,Bug,scott_carey,2012-01-17T06:44:51.535+0000,2012-02-07T07:24:54.519+0000,0,AVRO,jbaldassari,10,AVRO-996,193,80,0,Fixed,2262.267346
Closed,Critical,2012-02-15T00:46:29.751+0000,Bug,mic159,2011-12-22T04:08:30.729+0000,2012-01-26T16:48:14.532+0000,1,AVRO,NA,12,AVRO-986,1181,79,0,Fixed,2262.267292
Closed,Critical,2012-06-20T07:10:19.976+0000,Bug,vadimtsarik,2011-09-27T15:54:44.304+0000,2011-10-03T19:46:22.647+0000,0,AVRO,cutting,7,AVRO-898,388,31,4,Fixed,2367.524443
Closed,Critical,2011-08-30T05:59:18.747+0000,Task,tucu00,2011-08-23T20:17:35.102+0000,2011-08-25T21:42:46.369+0000,0,AVRO,tucu00,2,AVRO-880,362,29,0,Fixed,2431.050057
Closed,Critical,2011-10-07T20:27:18.954+0000,Task,tucu00,2011-08-15T18:46:31.809+0000,2011-08-23T22:24:14.267+0000,0,AVRO,cutting,4,AVRO-876,448,51,0,Won't Fix,2392.447278
Closed,Critical,2011-11-01T18:36:11.789+0000,Improvement,ramanasv,2011-06-16T17:41:51.635+0000,2011-10-12T13:27:42.270+0000,1,AVRO,thiru_mg,3,AVRO-840,1420,63,2,Fixed,2367.524444
Closed,Critical,2011-08-12T20:22:31.119+0000,Bug,scott_carey,2011-05-13T20:31:57.980+0000,2011-05-19T15:53:10.492+0000,0,AVRO,scott_carey,10,AVRO-820,363,109,0,Fixed,2448.450609
Closed,Critical,2011-05-06T19:14:02.636+0000,Bug,ygnhzeus,2011-03-31T02:42:14.964+0000,2011-04-29T19:05:22.696+0000,0,AVRO,thiru_mg,3,AVRO-793,4338,83,1,Fixed,2546.498162
Closed,Critical,2011-03-12T00:32:49.055+0000,Bug,qwertymaniac,2011-02-13T15:37:29.146+0000,2011-02-16T01:25:31.721+0000,0,AVRO,qwertymaniac,6,AVRO-764,3676,62,1,Fixed,2602.276791
Closed,Critical,2011-03-12T00:32:50.732+0000,Bug,scott_carey,2011-01-24T07:26:04.470+0000,2011-02-07T18:37:57.964+0000,0,AVRO,scott_carey,7,AVRO-743,403,72,3,Fixed,2602.276772
Closed,Critical,2011-05-06T19:18:37.708+0000,Bug,devsarkar,2011-01-19T06:00:56.730+0000,2011-03-14T16:59:52.870+0000,0,AVRO,NA,3,AVRO-738,371,96,0,Duplicate,2546.494978
Closed,Critical,2011-03-12T00:32:58.026+0000,Bug,h2o,2011-01-14T14:32:55.470+0000,2011-01-14T18:45:31.985+0000,0,AVRO,scott_carey,9,AVRO-733,427,59,0,Fixed,2602.276687
Closed,Critical,2011-03-12T00:32:51.010+0000,Bug,brucem,2010-11-23T17:49:32.246+0000,2011-02-24T17:57:55.398+0000,1,AVRO,brucem,14,AVRO-701,213,75,0,Fixed,2602.276769
Closed,Critical,2011-03-12T00:32:54.633+0000,Bug,rahrens,2010-10-27T19:27:30.802+0000,2010-10-28T23:22:23.188+0000,0,AVRO,rahrens,6,AVRO-685,4000,97,1,Fixed,2602.276727
Open,Critical,2013-05-07T13:59:44.353+0000,Bug,cutting,2010-08-26T22:15:24.834+0000,NA,0,AVRO,NA,5,AVRO-635,161,60,1,NA,2799.372211
Closed,Critical,2016-02-01T14:56:03.121+0000,New Feature,cutting,2010-06-08T17:16:02.121+0000,2014-10-07T14:05:26.088+0000,1,AVRO,jeremy@lewi.us,48,AVRO-570,119,44,9,Fixed,814.6773229
Closed,Critical,2010-09-08T21:07:51.281+0000,Bug,cutting,2010-05-13T22:42:19.961+0000,2010-08-24T21:24:10.273+0000,0,AVRO,scott_carey,11,AVRO-541,714,40,1,Fixed,2786.419127
Closed,Critical,2010-06-14T01:37:03.613+0000,Bug,scott_carey,2010-04-15T17:06:08.911+0000,2010-04-19T11:12:37.851+0000,0,AVRO,thiru_mg,5,AVRO-517,168,37,1,Fixed,2873.232178
Closed,Critical,2010-08-25T19:01:45.482+0000,Bug,jmhodges,2010-04-05T06:25:54.915+0000,2010-04-06T21:58:43.144+0000,0,AVRO,NA,5,AVRO-505,100,55,0,Invalid,2800.506693
Closed,Critical,2010-03-01T17:09:23.268+0000,Improvement,scott_carey,2010-02-03T10:49:03.198+0000,2010-02-19T21:46:13.351+0000,0,AVRO,scott_carey,47,AVRO-392,2741,51,2,Fixed,2977.584729
Closed,Critical,2010-03-01T17:09:03.032+0000,Improvement,massie,2009-10-20T23:01:20.043+0000,2010-01-12T01:13:54.428+0000,0,AVRO,cutting,41,AVRO-163,1929,56,3,Fixed,2977.584963
Closed,Critical,2009-10-14T18:53:05.371+0000,Improvement,cutting,2009-09-23T19:36:33.777+0000,2009-09-24T21:34:27.091+0000,0,AVRO,cutting,2,AVRO-121,297,73,0,Fixed,3115.512714
Closed,Critical,2009-07-14T22:50:08.150+0000,Bug,phunt,2009-04-10T20:14:54.370+0000,2009-04-10T23:31:56.052+0000,0,AVRO,cutting,4,AVRO-3,262,54,0,Fixed,3207.348099
